Year,Month,Work Type,Value
2017,"Jan ",Other New Work - Excluding Infrastructure - Private Commercial,2769
2017,"Jan ",All New Work,9421
2017,"Jan ",Repair & Maintenance - Housing - Private,683
2017,"Jan ",Repair & Maintenance - Housing - Public,1882
2017,"Jan ",Repair & Maintenance - Housing - Total,2565
2017,"Jan ",Repair and Maintenance - Non Housing R&M,2357
2017,"Jan ",All Repair and Maintenance,4922
2017,"Jan ",All Work,14342
2017,"Feb ",New Housing - Public,507
2017,"Feb ",New Housing - Private,2887
2017,"Feb ",Total Housing,3394
2017,"Feb ",Other New Work - Infrastructure,1705
2017,"Feb ",Other New Work - Excluding Infrastructure - Public,1035
2017,"Feb ",Other New Work - Excluding Infrastructure - Private Industrial,391
2017,"Feb ",Other New Work - Excluding Infrastructure - Private Commercial,2863
2017,"Feb ",All New Work,9388
2017,"Feb ",Repair & Maintenance - Housing - Private,707
2017,"Feb ",Repair & Maintenance - Housing - Public,1855
2017,"Feb ",Repair & Maintenance - Housing - Total,2562
2017,"Feb ",Repair and Maintenance - Non Housing R&M,2418
2017,"Feb ",All Repair and Maintenance,4981
2017,"Feb ",All Work,14368
2017,"Mar ",New Housing - Public,520
2017,"Mar ",New Housing - Private,2922
2017,"Mar ",Total Housing,3442
2017,"Mar ",Other New Work - Infrastructure,1759
2017,"Mar ",Other New Work - Excluding Infrastructure - Public,1045
2017,"Mar ",Other New Work - Excluding Infrastructure - Private Industrial,382
2017,"Mar ",Other New Work - Excluding Infrastructure - Private Commercial,2834
2017,"Mar ",All New Work,9462
2017,"Mar ",Repair & Maintenance - Housing - Private,717
2017,"Mar ",Repair & Maintenance - Housing - Public,1861
2017,"Mar ",Repair & Maintenance - Housing - Total,2578
2017,"Mar ",Repair and Maintenance - Non Housing R&M,2385
2017,"Mar ",All Repair and Maintenance,4963
2017,"Mar ",All Work,14425
2017,Apr,New Housing - Public,507
2017,Apr,New Housing - Private,2882
2017,Apr,Total Housing,3389
2017,Apr,Other New Work - Infrastructure,1793
2017,Apr,Other New Work - Excluding Infrastructure - Public,1041
2017,Apr,Other New Work - Excluding Infrastructure - Private Industrial,400
2017,Apr,Other New Work - Excluding Infrastructure - Private Commercial,2836
2017,Apr,All New Work,9458
2017,Apr,Repair & Maintenance - Housing - Private,716
2017,Apr,Repair & Maintenance - Housing - Public,1914
2017,Apr,Repair & Maintenance - Housing - Total,2629
2017,Apr,Repair and Maintenance - Non Housing R&M,2426
2017,Apr,All Repair and Maintenance,5056
2017,Apr,All Work,14514
2017,May,New Housing - Public,553
2017,May,New Housing - Private,2837
2017,May,Total Housing,3390
2017,May,Other New Work - Infrastructure,1760
2017,May,Other New Work - Excluding Infrastructure - Public,1027
2017,May,Other New Work - Excluding Infrastructure - Private Industrial,375
2017,May,Other New Work - Excluding Infrastructure - Private Commercial,2817
2017,May,All New Work,9369
2017,May,Repair & Maintenance - Housing - Private,701
2017,May,Repair & Maintenance - Housing - Public,1899
2017,May,Repair & Maintenance - Housing - Total,2600
2017,May,Repair and Maintenance - Non Housing R&M,2388
2017,May,All Repair and Maintenance,4988
2017,May,All Work,14357
2017,June,New Housing - Public,495
2017,June,New Housing - Private,2956
2017,June,Total Housing,3450
2017,June,Other New Work - Infrastructure,1800
2017,June,Other New Work - Excluding Infrastructure - Public,997
2017,June,Other New Work - Excluding Infrastructure - Private Industrial,428
2017,June,Other New Work - Excluding Infrastructure - Private Commercial,2777
2017,June,All New Work,9453
2017,June,Repair & Maintenance - Housing - Private,720
2017,June,Repair & Maintenance - Housing - Public,1861
2017,June,Repair & Maintenance - Housing - Total,2581
2017,June,Repair and Maintenance - Non Housing R&M,2386
2017,June,All Repair and Maintenance,4967
2017,June,All Work,14420
2017,July,New Housing - Public,516
2017,July,New Housing - Private,2868
2017,July,Total Housing,3384
2017,July,Other New Work - Infrastructure,1790
2017,July,Other New Work - Excluding Infrastructure - Public,902
2017,July,Other New Work - Excluding Infrastructure - Private Industrial,431
2017,July,Other New Work - Excluding Infrastructure - Private Commercial,2758
2017,July,All New Work,9265
2017,July,Repair & Maintenance - Housing - Private,709
2017,July,Repair & Maintenance - Housing - Public,1893
2017,July,Repair & Maintenance - Housing - Total,2602
2017,July,Repair and Maintenance - Non Housing R&M,2419
2017,July,All Repair and Maintenance,5021
2017,July,All Work,14286
2017,Aug,New Housing - Public,515
2017,Aug,New Housing - Private,2972
2017,Aug,Total Housing,3487
2017,Aug,Other New Work - Infrastructure,1815
2017,Aug,Other New Work - Excluding Infrastructure - Public,993
2017,Aug,Other New Work - Excluding Infrastructure - Private Industrial,437
2017,Aug,Other New Work - Excluding Infrastructure - Private Commercial,2812
2017,Aug,All New Work,9545
2017,Aug,Repair & Maintenance - Housing - Private,705
2017,Aug,Repair & Maintenance - Housing - Public,1925
2017,Aug,Repair & Maintenance - Housing - Total,2630
2017,Aug,Repair and Maintenance - Non Housing R&M,2373
2017,Aug,All Repair and Maintenance,5004
2017,Aug,All Work,14548
2017,Sep,New Housing - Public,518
2017,Sep,New Housing - Private,2923
2017,Sep,Total Housing,3441
2017,Sep,Other New Work - Infrastructure,1797
2017,Sep,Other New Work - Excluding Infrastructure - Public,964
2017,Sep,Other New Work - Excluding Infrastructure - Private Industrial,446
2017,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2729
2017,Sep,All New Work,9378
2017,Sep,Repair & Maintenance - Housing - Private,702
2017,Sep,Repair & Maintenance - Housing - Public,1881
2017,Sep,Repair & Maintenance - Housing - Total,2583
2017,Sep,Repair and Maintenance - Non Housing R&M,2416
2017,Sep,All Repair and Maintenance,4999
2017,Sep,All Work,14376
2017,Oct,New Housing - Public,481
2017,Oct,New Housing - Private,2969
2017,Oct,Total Housing,3450
2017,Oct,Other New Work - Infrastructure,1701
2017,Oct,Other New Work - Excluding Infrastructure - Public,956
2017,Oct,Other New Work - Excluding Infrastructure - Private Industrial,452
2017,Oct,Other New Work - Excluding Infrastructure - Private Commercial,2645
2017,Oct,All New Work,9204
2017,Oct,Repair & Maintenance - Housing - Private,700
2017,Oct,Repair & Maintenance - Housing - Public,1921
2017,Oct,Repair & Maintenance - Housing - Total,2620
2017,Oct,Repair and Maintenance - Non Housing R&M,2378
2017,Oct,All Repair and Maintenance,4999
2017,Oct,All Work,14203
2017,Nov,New Housing - Public,528
2017,Nov,New Housing - Private,3062
2017,Nov,Total Housing,3590
2017,Nov,Other New Work - Infrastructure,1787
2017,Nov,Other New Work - Excluding Infrastructure - Public,949
2017,Nov,Other New Work - Excluding Infrastructure - Private Industrial,418
2017,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2663
2017,Nov,All New Work,9407
2017,Nov,Repair & Maintenance - Housing - Private,692
2017,Nov,Repair & Maintenance - Housing - Public,1961
2017,Nov,Repair & Maintenance - Housing - Total,2652
2017,Nov,Repair and Maintenance - Non Housing R&M,2434
2017,Nov,All Repair and Maintenance,5087
2017,Nov,All Work,14494
2017,Dec,New Housing - Public,554
2017,Dec,New Housing - Private,3334
2017,Dec,Total Housing,3888
2017,Dec,Other New Work - Infrastructure,1909
2017,Dec,Other New Work - Excluding Infrastructure - Public,1024
2017,Dec,Other New Work - Excluding Infrastructure - Private Industrial,411
2017,Dec,Other New Work - Excluding Infrastructure - Private Commercial,2678
2017,Dec,All New Work,9911
2017,Dec,Repair & Maintenance - Housing - Private,707
2017,Dec,Repair & Maintenance - Housing - Public,1892
2017,Dec,Repair & Maintenance - Housing - Total,2599
2017,Dec,Repair and Maintenance - Non Housing R&M,2426
2017,Dec,All Repair and Maintenance,5024
2017,Dec,All Work,14935
2018,"Jan ",New Housing - Public,488
2018,"Jan ",New Housing - Private,3022
2018,"Jan ",Total Housing,3510
2018,"Jan ",Other New Work - Infrastructure,1925
2018,"Jan ",Other New Work - Excluding Infrastructure - Public,875
2018,"Jan ",Other New Work - Excluding Infrastructure - Private Industrial,431
2018,"Jan ",Other New Work - Excluding Infrastructure - Private Commercial,2713
2018,"Jan ",All New Work,9454
2018,"Jan ",Repair & Maintenance - Housing - Private,689
2018,"Jan ",Repair & Maintenance - Housing - Public,1861
2018,"Jan ",Repair & Maintenance - Housing - Total,2551
2018,"Jan ",Repair and Maintenance - Non Housing R&M,2410
2018,"Jan ",All Repair and Maintenance,4960
2018,"Jan ",All Work,14414
2018,"Feb ",New Housing - Public,493
2018,"Feb ",New Housing - Private,3227
2018,"Feb ",Total Housing,3720
2018,"Feb ",Other New Work - Infrastructure,1806
2018,"Feb ",Other New Work - Excluding Infrastructure - Public,861
2018,"Feb ",Other New Work - Excluding Infrastructure - Private Industrial,423
2018,"Feb ",Other New Work - Excluding Infrastructure - Private Commercial,2682
2018,"Feb ",All New Work,9492
2018,"Feb ",Repair & Maintenance - Housing - Private,685
2018,"Feb ",Repair & Maintenance - Housing - Public,1856
2018,"Feb ",Repair & Maintenance - Housing - Total,2541
2018,"Feb ",Repair and Maintenance - Non Housing R&M,2368
2018,"Feb ",All Repair and Maintenance,4909
2018,"Feb ",All Work,14402
2018,"Mar ",New Housing - Public,486
2018,"Mar ",New Housing - Private,3071
2018,"Mar ",Total Housing,3557
2018,"Mar ",Other New Work - Infrastructure,1748
2018,"Mar ",Other New Work - Excluding Infrastructure - Public,867
2018,"Mar ",Other New Work - Excluding Infrastructure - Private Industrial,474
2018,"Mar ",Other New Work - Excluding Infrastructure - Private Commercial,2608
2018,"Mar ",All New Work,9255
2018,"Mar ",Repair & Maintenance - Housing - Private,666
2018,"Mar ",Repair & Maintenance - Housing - Public,1871
2018,"Mar ",Repair & Maintenance - Housing - Total,2537
2018,"Mar ",Repair and Maintenance - Non Housing R&M,2450
2018,"Mar ",All Repair and Maintenance,4986
2018,"Mar ",All Work,14241
2018,Apr,New Housing - Public,483
2018,Apr,New Housing - Private,3004
2018,Apr,Total Housing,3487
2018,Apr,Other New Work - Infrastructure,1798
2018,Apr,Other New Work - Excluding Infrastructure - Public,843
2018,Apr,Other New Work - Excluding Infrastructure - Private Industrial,467
2018,Apr,Other New Work - Excluding Infrastructure - Private Commercial,2627
2018,Apr,All New Work,9221
2018,Apr,Repair & Maintenance - Housing - Private,684
2018,Apr,Repair & Maintenance - Housing - Public,1882
2018,Apr,Repair & Maintenance - Housing - Total,2566
2018,Apr,Repair and Maintenance - Non Housing R&M,2420
2018,Apr,All Repair and Maintenance,4986
2018,Apr,All Work,14207
2018,May,New Housing - Public,488
2018,May,New Housing - Private,3055
2018,May,Total Housing,3544
2018,May,Other New Work - Infrastructure,1772
2018,May,Other New Work - Excluding Infrastructure - Public,895
2018,May,Other New Work - Excluding Infrastructure - Private Industrial,467
2018,May,Other New Work - Excluding Infrastructure - Private Commercial,2636
2018,May,All New Work,9314
2018,May,Repair & Maintenance - Housing - Private,681
2018,May,Repair & Maintenance - Housing - Public,1983
2018,May,Repair & Maintenance - Housing - Total,2664
2018,May,Repair and Maintenance - Non Housing R&M,2540
2018,May,All Repair and Maintenance,5204
2018,May,All Work,14519
2018,June,New Housing - Public,502
2018,June,New Housing - Private,3070
2018,June,Total Housing,3572
2018,June,Other New Work - Infrastructure,1887
2018,June,Other New Work - Excluding Infrastructure - Public,883
2018,June,Other New Work - Excluding Infrastructure - Private Industrial,477
2018,June,Other New Work - Excluding Infrastructure - Private Commercial,2577
2018,June,All New Work,9396
2018,June,Repair & Maintenance - Housing - Private,698
2018,June,Repair & Maintenance - Housing - Public,1940
2018,June,Repair & Maintenance - Housing - Total,2638
2018,June,Repair and Maintenance - Non Housing R&M,2552
2018,June,All Repair and Maintenance,5190
2018,June,All Work,14586
2018,July,New Housing - Public,508
2018,July,New Housing - Private,3166
2018,July,Total Housing,3675
2018,July,Other New Work - Infrastructure,1836
2018,July,Other New Work - Excluding Infrastructure - Public,909
2018,July,Other New Work - Excluding Infrastructure - Private Industrial,487
2018,July,Other New Work - Excluding Infrastructure - Private Commercial,2527
2018,July,All New Work,9434
2018,July,Repair & Maintenance - Housing - Private,692
2018,July,Repair & Maintenance - Housing - Public,1949
2018,July,Repair & Maintenance - Housing - Total,2641
2018,July,Repair and Maintenance - Non Housing R&M,2505
2018,July,All Repair and Maintenance,5147
2018,July,All Work,14581
2018,Aug,New Housing - Public,501
2018,Aug,New Housing - Private,3128
2018,Aug,Total Housing,3629
2018,Aug,Other New Work - Infrastructure,1844
2018,Aug,Other New Work - Excluding Infrastructure - Public,902
2018,Aug,Other New Work - Excluding Infrastructure - Private Industrial,439
2018,Aug,Other New Work - Excluding Infrastructure - Private Commercial,2497
2018,Aug,All New Work,9311
2018,Aug,Repair & Maintenance - Housing - Private,689
2018,Aug,Repair & Maintenance - Housing - Public,1900
2018,Aug,Repair & Maintenance - Housing - Total,2589
2018,Aug,Repair and Maintenance - Non Housing R&M,2556
2018,Aug,All Repair and Maintenance,5145
2018,Aug,All Work,14455
2018,Sep,New Housing - Public,524
2018,Sep,New Housing - Private,3165
2018,Sep,Total Housing,3689
2018,Sep,Other New Work - Infrastructure,1887
2018,Sep,Other New Work - Excluding Infrastructure - Public,900
2018,Sep,Other New Work - Excluding Infrastructure - Private Industrial,439
2018,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2464
2018,Sep,All New Work,9380
2018,Sep,Repair & Maintenance - Housing - Private,670
2018,Sep,Repair & Maintenance - Housing - Public,1873
2018,Sep,Repair & Maintenance - Housing - Total,2543
2018,Sep,Repair and Maintenance - Non Housing R&M,2604
2018,Sep,All Repair and Maintenance,5147
2018,Sep,All Work,14527
2018,Oct,New Housing - Public,497
2018,Oct,New Housing - Private,3155
2018,Oct,Total Housing,3652
2018,Oct,Other New Work - Infrastructure,1936
2018,Oct,Other New Work - Excluding Infrastructure - Public,972
2018,Oct,Other New Work - Excluding Infrastructure - Private Industrial,451
2018,Oct,Other New Work - Excluding Infrastructure - Private Commercial,2495
2018,Oct,All New Work,9507
2018,Oct,Repair & Maintenance - Housing - Private,666
2018,Oct,Repair & Maintenance - Housing - Public,1858
2018,Oct,Repair & Maintenance - Housing - Total,2524
2018,Oct,Repair and Maintenance - Non Housing R&M,2517
2018,Oct,All Repair and Maintenance,5041
2018,Oct,All Work,14547
2018,Nov,New Housing - Public,501
2018,Nov,New Housing - Private,3232
2018,Nov,Total Housing,3733
2018,Nov,Other New Work - Infrastructure,1926
2018,Nov,Other New Work - Excluding Infrastructure - Public,873
2018,Nov,Other New Work - Excluding Infrastructure - Private Industrial,449
2018,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2553
2018,Nov,All New Work,9535
2018,Nov,Repair & Maintenance - Housing - Private,655
2018,Nov,Repair & Maintenance - Housing - Public,1891
2018,Nov,Repair & Maintenance - Housing - Total,2545
2018,Nov,Repair and Maintenance - Non Housing R&M,2472
2018,Nov,All Repair and Maintenance,5017
2018,Nov,All Work,14552
2018,Dec,New Housing - Public,570
2018,Dec,New Housing - Private,3179
2018,Dec,Total Housing,3749
2018,Dec,Other New Work - Infrastructure,1856
2018,Dec,Other New Work - Excluding Infrastructure - Public,866
2018,Dec,Other New Work - Excluding Infrastructure - Private Industrial,469
2018,Dec,Other New Work - Excluding Infrastructure - Private Commercial,2507
2018,Dec,All New Work,9446
2018,Dec,Repair & Maintenance - Housing - Private,655
2018,Dec,Repair & Maintenance - Housing - Public,1835
2018,Dec,Repair & Maintenance - Housing - Total,2490
2018,Dec,Repair and Maintenance - Non Housing R&M,2364
2018,Dec,All Repair and Maintenance,4854
2018,Dec,All Work,14300
2019,Jan,New Housing - Public,564
2019,Jan,New Housing - Private,3244
2019,Jan,Total Housing,3808
2019,Jan,Other New Work - Infrastructure,1895
2019,Jan,Other New Work - Excluding Infrastructure - Public,871
2019,Jan,Other New Work - Excluding Infrastructure - Private Industrial,504
2019,Jan,Other New Work - Excluding Infrastructure - Private Commercial,2417
2019,Jan,All New Work,9496
2019,Jan,Repair & Maintenance - Housing - Private,656
2019,Jan,Repair & Maintenance - Housing - Public,1918
2019,Jan,Repair & Maintenance - Housing - Total,2574
2019,Jan,Repair and Maintenance - Non Housing R&M,2572
2019,Jan,All Repair and Maintenance,5146
2019,Jan,All Work,14641
2019,Feb,New Housing - Public,557
2019,Feb,New Housing - Private,3420
2019,Feb,Total Housing,3978
2019,Feb,Other New Work - Infrastructure,1954
2019,Feb,Other New Work - Excluding Infrastructure - Public,898
2019,Feb,Other New Work - Excluding Infrastructure - Private Industrial,468
2019,Feb,Other New Work - Excluding Infrastructure - Private Commercial,2494
2019,Feb,All New Work,9791
2019,Feb,Repair & Maintenance - Housing - Private,679
2019,Feb,Repair & Maintenance - Housing - Public,1937
2019,Feb,Repair & Maintenance - Housing - Total,2616
2019,Feb,Repair and Maintenance - Non Housing R&M,2563
2019,Feb,All Repair and Maintenance,5179
2019,Feb,All Work,14970
2019,Mar,New Housing - Public,566
2019,Mar,New Housing - Private,3229
2019,Mar,Total Housing,3795
2019,Mar,Other New Work - Infrastructure,1938
2019,Mar,Other New Work - Excluding Infrastructure - Public,903
2019,Mar,Other New Work - Excluding Infrastructure - Private Industrial,464
2019,Mar,Other New Work - Excluding Infrastructure - Private Commercial,2557
2019,Mar,All New Work,9657
2019,Mar,Repair & Maintenance - Housing - Private,638
2019,Mar,Repair & Maintenance - Housing - Public,1921
2019,Mar,Repair & Maintenance - Housing - Total,2559
2019,Mar,Repair and Maintenance - Non Housing R&M,2554
2019,Mar,All Repair and Maintenance,5113
2019,Mar,All Work,14769
2019,Apr,New Housing - Public,571
2019,Apr,New Housing - Private,3231
2019,Apr,Total Housing,3802
2019,Apr,Other New Work - Infrastructure,1914
2019,Apr,Other New Work - Excluding Infrastructure - Public,872
2019,Apr,Other New Work - Excluding Infrastructure - Private Industrial,468
2019,Apr,Other New Work - Excluding Infrastructure - Private Commercial,2571
2019,Apr,All New Work,9628
2019,Apr,Repair & Maintenance - Housing - Private,663
2019,Apr,Repair & Maintenance - Housing - Public,1893
2019,Apr,Repair & Maintenance - Housing - Total,2556
2019,Apr,Repair and Maintenance - Non Housing R&M,2601
2019,Apr,All Repair and Maintenance,5157
2019,Apr,All Work,14786
2019,May,New Housing - Public,594
2019,May,New Housing - Private,3249
2019,May,Total Housing,3843
2019,May,Other New Work - Infrastructure,1953
2019,May,Other New Work - Excluding Infrastructure - Public,848
2019,May,Other New Work - Excluding Infrastructure - Private Industrial,472
2019,May,Other New Work - Excluding Infrastructure - Private Commercial,2497
2019,May,All New Work,9614
2019,May,Repair & Maintenance - Housing - Private,679
2019,May,Repair & Maintenance - Housing - Public,1926
2019,May,Repair & Maintenance - Housing - Total,2605
2019,May,Repair and Maintenance - Non Housing R&M,2564
2019,May,All Repair and Maintenance,5169
2019,May,All Work,14783
2019,June,New Housing - Public,647
2019,June,New Housing - Private,3205
2019,June,Total Housing,3852
2019,June,Other New Work - Infrastructure,1881
2019,June,Other New Work - Excluding Infrastructure - Public,866
2019,June,Other New Work - Excluding Infrastructure - Private Industrial,455
2019,June,Other New Work - Excluding Infrastructure - Private Commercial,2518
2019,June,All New Work,9573
2019,June,Repair & Maintenance - Housing - Private,659
2019,June,Repair & Maintenance - Housing - Public,1896
2019,June,Repair & Maintenance - Housing - Total,2555
2019,June,Repair and Maintenance - Non Housing R&M,2503
2019,June,All Repair and Maintenance,5059
2019,June,All Work,14632
2019,July,New Housing - Public,554
2019,July,New Housing - Private,3334
2019,July,Total Housing,3888
2019,July,Other New Work - Infrastructure,1875
2019,July,Other New Work - Excluding Infrastructure - Public,851
2019,July,Other New Work - Excluding Infrastructure - Private Industrial,472
2019,July,Other New Work - Excluding Infrastructure - Private Commercial,2520
2019,July,All New Work,9607
2019,July,Repair & Maintenance - Housing - Private,711
2019,July,Repair & Maintenance - Housing - Public,1888
2019,July,Repair & Maintenance - Housing - Total,2599
2019,July,Repair and Maintenance - Non Housing R&M,2529
2019,July,All Repair and Maintenance,5127
2019,July,All Work,14734
2019,Aug,New Housing - Public,571
2019,Aug,New Housing - Private,3369
2019,Aug,Total Housing,3940
2019,Aug,Other New Work - Infrastructure,1849
2019,Aug,Other New Work - Excluding Infrastructure - Public,845
2019,Aug,Other New Work - Excluding Infrastructure - Private Industrial,491
2019,Aug,Other New Work - Excluding Infrastructure - Private Commercial,2562
2019,Aug,All New Work,9686
2019,Aug,Repair & Maintenance - Housing - Private,690
2019,Aug,Repair & Maintenance - Housing - Public,1893
2019,Aug,Repair & Maintenance - Housing - Total,2583
2019,Aug,Repair and Maintenance - Non Housing R&M,2499
2019,Aug,All Repair and Maintenance,5082
2019,Aug,All Work,14768
2019,Sep,New Housing - Public,585
2019,Sep,New Housing - Private,3285
2019,Sep,Total Housing,3871
2019,Sep,Other New Work - Infrastructure,1992
2019,Sep,Other New Work - Excluding Infrastructure - Public,870
2019,Sep,Other New Work - Excluding Infrastructure - Private Industrial,493
2019,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2516
2019,Sep,All New Work,9742
2019,Sep,Repair & Maintenance - Housing - Private,690
2019,Sep,Repair & Maintenance - Housing - Public,1882
2019,Sep,Repair & Maintenance - Housing - Total,2572
2019,Sep,Repair and Maintenance - Non Housing R&M,2412
2019,Sep,All Repair and Maintenance,4984
2019,Sep,All Work,14726
2019,Oct,New Housing - Public,598
2019,Oct,New Housing - Private,3164
2019,Oct,Total Housing,3762
2019,Oct,Other New Work - Infrastructure,1885
2019,Oct,Other New Work - Excluding Infrastructure - Public,855
2019,Oct,Other New Work - Excluding Infrastructure - Private Industrial,476
2019,Oct,Other New Work - Excluding Infrastructure - Private Commercial,2512
2019,Oct,All New Work,9491
2019,Oct,Repair & Maintenance - Housing - Private,690
2019,Oct,Repair & Maintenance - Housing - Public,1893
2019,Oct,Repair & Maintenance - Housing - Total,2583
2019,Oct,Repair and Maintenance - Non Housing R&M,2449
2019,Oct,All Repair and Maintenance,5032
2019,Oct,All Work,14523
2019,Nov,New Housing - Public,598
2019,Nov,New Housing - Private,3232
2019,Nov,Total Housing,3830
2019,Nov,Other New Work - Infrastructure,1864
2019,Nov,Other New Work - Excluding Infrastructure - Public,879
2019,Nov,Other New Work - Excluding Infrastructure - Private Industrial,501
2019,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2516
2019,Nov,All New Work,9590
2019,Nov,Repair & Maintenance - Housing - Private,700
2019,Nov,Repair & Maintenance - Housing - Public,1881
2019,Nov,Repair & Maintenance - Housing - Total,2581
2019,Nov,Repair and Maintenance - Non Housing R&M,2466
2019,Nov,All Repair and Maintenance,5047
2019,Nov,All Work,14637
2019,Dec,New Housing - Public,599
2019,Dec,New Housing - Private,3236
2019,Dec,Total Housing,3835
2019,Dec,Other New Work - Infrastructure,1888
2019,Dec,Other New Work - Excluding Infrastructure - Public,869
2019,Dec,Other New Work - Excluding Infrastructure - Private Industrial,463
2019,Dec,Other New Work - Excluding Infrastructure - Private Commercial,2553
2019,Dec,All New Work,9608
2019,Dec,Repair & Maintenance - Housing - Private,702
2019,Dec,Repair & Maintenance - Housing - Public,1812
2019,Dec,Repair & Maintenance - Housing - Total,2514
2019,Dec,Repair and Maintenance - Non Housing R&M,2443
2019,Dec,All Repair and Maintenance,4957
2019,Dec,All Work,14565
2020,Jan,New Housing - Public,600
2020,Jan,New Housing - Private,3318
2020,Jan,Total Housing,3918
2020,Jan,Other New Work - Infrastructure,1946
2020,Jan,Other New Work - Excluding Infrastructure - Public,896
2020,Jan,Other New Work - Excluding Infrastructure - Private Industrial,501
2020,Jan,Other New Work - Excluding Infrastructure - Private Commercial,2497
2020,Jan,All New Work,9757
2020,Jan,Repair & Maintenance - Housing - Private,709
2020,Jan,Repair & Maintenance - Housing - Public,1737
2020,Jan,Repair & Maintenance - Housing - Total,2446
2020,Jan,Repair and Maintenance - Non Housing R&M,2379
2020,Jan,All Repair and Maintenance,4825
2020,Jan,All Work,14582
2020,Feb,New Housing - Public,587
2020,Feb,New Housing - Private,3133
2020,Feb,Total Housing,3720
2020,Feb,Other New Work - Infrastructure,1874
2020,Feb,Other New Work - Excluding Infrastructure - Public,906
2020,Feb,Other New Work - Excluding Infrastructure - Private Industrial,496
2020,Feb,Other New Work - Excluding Infrastructure - Private Commercial,2493
2020,Feb,All New Work,9488
2020,Feb,Repair & Maintenance - Housing - Private,696
2020,Feb,Repair & Maintenance - Housing - Public,1751
2020,Feb,Repair & Maintenance - Housing - Total,2447
2020,Feb,Repair and Maintenance - Non Housing R&M,2522
2020,Feb,All Repair and Maintenance,4968
2020,Feb,All Work,14457
2020,Mar,New Housing - Public,536
2020,Mar,New Housing - Private,2974
2020,Mar,Total Housing,3510
2020,Mar,Other New Work - Infrastructure,1825
2020,Mar,Other New Work - Excluding Infrastructure - Public,851
2020,Mar,Other New Work - Excluding Infrastructure - Private Industrial,496
2020,Mar,Other New Work - Excluding Infrastructure - Private Commercial,2291
2020,Mar,All New Work,8972
2020,Mar,Repair & Maintenance - Housing - Private,693
2020,Mar,Repair & Maintenance - Housing - Public,1712
2020,Mar,Repair & Maintenance - Housing - Total,2405
2020,Mar,Repair and Maintenance - Non Housing R&M,2389
2020,Mar,All Repair and Maintenance,4794
2020,Mar,All Work,13766
2020,Apr,New Housing - Public,186
2020,Apr,New Housing - Private,1227
2020,Apr,Total Housing,1413
2020,Apr,Other New Work - Infrastructure,1405
2020,Apr,Other New Work - Excluding Infrastructure - Public,653
2020,Apr,Other New Work - Excluding Infrastructure - Private Industrial,286
2020,Apr,Other New Work - Excluding Infrastructure - Private Commercial,1350
2020,Apr,All New Work,5108
2020,Apr,Repair & Maintenance - Housing - Private,358
2020,Apr,Repair & Maintenance - Housing - Public,883
2020,Apr,Repair & Maintenance - Housing - Total,1241
2020,Apr,Repair and Maintenance - Non Housing R&M,1682
2020,Apr,All Repair and Maintenance,2923
2020,Apr,All Work,8030
2020,May,New Housing - Public,218
2020,May,New Housing - Private,1452
2020,May,Total Housing,1670
2020,May,Other New Work - Infrastructure,1708
2020,May,Other New Work - Excluding Infrastructure - Public,657
2020,May,Other New Work - Excluding Infrastructure - Private Industrial,307
2020,May,Other New Work - Excluding Infrastructure - Private Commercial,1392
2020,May,All New Work,5734
2020,May,Repair & Maintenance - Housing - Private,332
2020,May,Repair & Maintenance - Housing - Public,912
2020,May,Repair & Maintenance - Housing - Total,1244
2020,May,Repair and Maintenance - Non Housing R&M,1805
2020,May,All Repair and Maintenance,3049
2020,May,All Work,8783
2020,June,New Housing - Public,247
2020,June,New Housing - Private,1985
2020,June,Total Housing,2232
2020,June,Other New Work - Infrastructure,1680
2020,June,Other New Work - Excluding Infrastructure - Public,754
2020,June,Other New Work - Excluding Infrastructure - Private Industrial,354
2020,June,Other New Work - Excluding Infrastructure - Private Commercial,1755
2020,June,All New Work,6775
2020,June,Repair & Maintenance - Housing - Private,399
2020,June,Repair & Maintenance - Housing - Public,1406
2020,June,Repair & Maintenance - Housing - Total,1805
2020,June,Repair and Maintenance - Non Housing R&M,2164
2020,June,All Repair and Maintenance,3968
2020,June,All Work,10743
2020,July,New Housing - Public,398
2020,July,New Housing - Private,2624
2020,July,Total Housing,3022
2020,July,Other New Work - Infrastructure,1845
2020,July,Other New Work - Excluding Infrastructure - Public,761
2020,July,Other New Work - Excluding Infrastructure - Private Industrial,358
2020,July,Other New Work - Excluding Infrastructure - Private Commercial,1944
2020,July,All New Work,7930
2020,July,Repair & Maintenance - Housing - Private,507
2020,July,Repair & Maintenance - Housing - Public,1752
2020,July,Repair & Maintenance - Housing - Total,2259
2020,July,Repair and Maintenance - Non Housing R&M,2433
2020,July,All Repair and Maintenance,4691
2020,July,All Work,12621
2020,Aug,New Housing - Public,400
2020,Aug,New Housing - Private,2864
2020,Aug,Total Housing,3264
2020,Aug,Other New Work - Infrastructure,1868
2020,Aug,Other New Work - Excluding Infrastructure - Public,774
2020,Aug,Other New Work - Excluding Infrastructure - Private Industrial,362
